   0.00000000       0.00000000    
   6.28318563E-02   6.27905205E-02
  0.125663713      0.125333250    
  0.188495576      0.187381327    
  0.251327425      0.248689920    
  0.314159274      0.309017062    
  0.376991153      0.368124783    
  0.439823002      0.425779939    
  0.502654850      0.481755316    
  0.565486729      0.535830438    
  0.628318548      0.587792873    
  0.691150427      0.637438893    
  0.753982306      0.684574425    
  0.816814125      0.729016304    
  0.879646003      0.770593286    
  0.942477822      0.809146464    
   1.00530970      0.844531059    
   1.06814158      0.876616538    
   1.13097346      0.905288458    
   1.19380522      0.930448711    
   1.25663710      0.952017128    
   1.31946898      0.969931841    
   1.38230085      0.984150708    
   1.44513273      0.994652092    
   1.50796461       1.00143600    
   1.57079637       1.00452483    
   1.63362825       1.00396466    
   1.69646013      0.999825954    
   1.75929201      0.992204547    
   1.82212389      0.981222689    
   1.88495564      0.967030346    
   1.94778752      0.949805677    
   2.01061940      0.929756284    
   2.07345128      0.907119811    
   2.13628316      0.882165611    
   2.19911504      0.855195403    
   2.26194692      0.826543808    
   2.32477880      0.796580255    
   2.38761044      0.765709043    
   2.45044231      0.734370530    
   2.51327419      0.703042865    
   2.57610607      0.672241807    
   2.63893795      0.642522931    
   2.70176983      0.614481091    
   2.76460171      0.588752866    
   2.82743359      0.566016912    
   2.89026546      0.546995521    
   2.95309734      0.532453299    
   3.01592922      0.523201466    
   3.07876086      0.520097017    
   3.14159274      0.524044037    
   3.20442462      0.535993576    
   3.26725650      0.556946516    
   3.33008838      0.587954760    
   3.39292026      0.630118370    
   3.45575213      0.684591055    
   3.51858401      0.752580404    
   3.58141589      0.835344315    
   3.64424777      0.934201717    
   3.70707941       1.05051947    
   3.76991129       1.18572760    
   3.83274317       1.34131145    
   3.89557505       1.51881504    
   3.95840693       1.71984243    
   4.02123880       1.94605780    
   4.08407068       2.19918776    
   4.14690256       2.48102140    
   4.20973444       2.79341030    
   4.27256632       3.13827515    
   4.33539820       3.51759529    
   4.39823008       3.93342113    
   4.46106195       4.38787270    
   4.52389383       4.88313389    
   4.58672571       5.42145729    
   4.64955759       6.00516891    
   4.71238899       6.63666534    
   4.77522087       7.31842422    
   4.83805275       8.05298042    
   4.90088463       8.84295654    
   4.96371651       9.69103813    
   5.02654839       10.6000080    
   5.08938026       11.5726948    
   5.15221214       12.6120396    
   5.21504402       13.7210388    
   5.27787590       14.9027805    
   5.34070778       16.1604214    
   5.40353966       17.4972229    
   5.46637154       18.9165058    
   5.52920341       20.4216938    
   5.59203529       22.0162811    
   5.65486717       23.7038555    
   5.71769905       25.4881020    
   5.78053093       27.3727779    
   5.84336281       29.3617153    
   5.90619469       31.4588795    
   5.96902657       33.6682816    
   6.03185844       35.9940796    
   6.09468985       38.4404373    
   6.15752172       41.0117188    
   6.22035360       43.7123260    
   6.28318548       46.5467415    
